STATEA,COUNTYA,AJWME001,AJXCE001,AJXCE002,AJXCE003,AJXCE004,AJXCE005,AJXCE006,AJXCE007,AJXCE008,AJXCE009,AJXCE010,AJXCE011,AJXCE012,AJXCE013,AJXCE014,AJXCE015,AJXCE016,AJXCE017,AJXCE018,AJXCE019,AJXCE020,AJXCE021
47,45,37576,15714,14892,13798,1094,874,130,72,0,18,0,0,0,0,0,0,0,17,0,188,193,424
47,47,39692,17404,16382,15301,1081,904,131,22,15,9,10,7,3,0,0,0,0,0,0,93,191,728
47,49,17994,6525,6064,5255,809,642,104,60,0,3,8,8,0,0,0,0,0,0,0,72,40,341
47,51,41512,17888,16598,15023,1575,1356,139,56,24,0,0,0,0,0,0,0,0,0,65,692,76,457
47,53,49175,19819,18536,17164,1372,1160,135,54,23,0,15,15,0,0,0,0,0,49,68,327,423,401
47,55,29167,12010,11293,10178,1115,928,164,23,0,0,0,0,0,0,0,0,0,50,0,193,223,251
47,57,23013,9219,8396,7044,1352,1051,183,60,47,11,43,32,0,0,0,11,0,18,0,124,59,579
47,59,68669,27555,25909,23931,1978,1548,304,97,17,12,3,2,1,0,0,0,0,44,0,270,451,878
47,61,13331,4671,4228,3838,390,342,45,3,0,0,0,0,0,0,0,0,0,11,0,98,18,316
47,63,63740,25888,24722,22003,2719,2104,504,105,0,6,97,97,0,0,0,0,0,9,0,55,258,747
47,65,357546,165608,149908,136286,13622,10467,1802,879,311,163,1843,1792,21,3,19,8,114,122,498,3238,1011,8874
47,67,6585,2190,2030,1798,232,193,33,6,0,0,23,23,0,0,0,0,0,0,0,18,26,93
47,69,25562,7877,7400,6595,805,579,204,22,0,0,4,4,0,0,0,0,0,0,0,67,61,345
47,71,25771,9658,8654,8029,625,437,99,77,0,12,16,16,0,0,0,0,0,44,0,72,95,777
47,73,56402,21446,20659,19273,1386,1109,182,75,20,0,86,86,0,0,0,0,0,0,0,108,150,443
47,75,17779,7560,7296,6723,573,471,68,34,0,0,0,0,0,0,0,0,0,0,16,40,117,91
47,77,27859,11238,10576,9742,834,556,189,57,9,23,16,16,0,0,0,0,0,34,8,65,70,469
47,79,32279,12271,11246,10250,996,858,89,23,4,22,18,15,0,0,0,3,0,0,15,99,397,496
47,81,24678,9538,8671,7491,1180,985,134,61,0,0,12,12,0,0,0,0,0,20,0,192,275,368
47,83,8176,2856,2562,2270,292,226,50,0,16,0,14,14,0,0,0,0,0,0,0,147,48,85
47,85,18318,7040,6767,6069,698,573,97,18,1,9,0,0,0,0,0,0,0,15,0,54,39,165
47,87,11615,4175,3964,3607,357,275,19,54,0,9,7,4,3,0,0,0,0,35,0,56,23,90
47,89,53247,22488,20774,17559,3215,2482,588,99,0,46,59,56,0,0,0,3,0,0,0,368,203,1084
47,91,17789,5713,5183,4758,425,338,66,10,11,0,41,24,0,17,0,0,0,0,0,91,58,340
47,93,456185,223012,203117,185826,17291,14097,2266,658,138,132,1664,1528,8,18,34,76,142,193,640,4265,1370,11621
47,95,7526,1904,1752,1646,106,65,29,12,0,0,0,0,0,0,0,0,0,0,0,74,42,36
47,97,26297,9093,8690,8021,669,555,92,22,0,0,45,45,0,0,0,0,0,8,10,119,108,113
47,99,42937,15649,14538,13142,1396,1039,195,69,93,0,32,32,0,0,0,0,6,40,0,306,247,480
47,101,11956,4855,4399,3707,692,573,70,28,0,21,32,32,0,0,0,0,0,0,0,56,146,222
47,103,33711,14318,13708,12220,1488,1165,235,69,19,0,52,52,0,0,0,0,8,10,0,101,87,352
47,105,51610,20255,18898,16913,1985,1617,261,60,47,0,31,31,0,0,0,0,0,137,0,85,41,1063
47,107,52773,20648,19434,17644,1790,1349,186,136,94,25,53,24,0,0,0,29,0,26,0,250,72,813
47,109,25903,9159,8592,8042,550,440,73,7,23,7,4,4,0,0,0,0,0,0,0,36,77,450
47,111,23487,9831,9476,8076,1400,898,396,102,4,0,0,0,0,0,0,0,0,0,0,48,54,253
47,113,97682,43084,39989,36411,3578,2682,660,159,72,5,288,288,0,0,0,0,0,0,34,428,1292,1053
47,115,28417,12209,11331,10501,830,713,76,25,9,7,8,0,8,0,0,0,0,0,0,225,22,623
47,117,32269,13770,13194,12141,1053,779,144,42,57,31,32,25,0,0,0,7,0,0,7,60,68,409
47,119,89776,41466,38981,35804,3177,2420,518,145,49,45,103,103,0,0,0,0,0,38,0,426,363,1555
47,121,11962,4368,4190,3761,429,343,74,2,10,0,21,21,0,0,0,0,0,27,0,8,26,96
47,123,45876,16650,15748,14222,1526,1348,79,85,14,0,53,53,0,0,0,0,0,17,24,160,195,453
47,125,196387,90892,85151,78602,6549,4617,978,418,124,412,839,839,0,0,0,0,33,251,30,1302,933,2353
47,127,6322,2746,2608,2458,150,128,22,0,0,0,0,0,0,0,0,0,0,10,0,10,0,118
47,129,21596,7030,6637,5786,851,648,144,21,38,0,2,0,2,0,0,0,0,0,0,105,73,213
47,131,30520,12522,11807,10759,1048,773,136,97,12,30,34,20,0,14,0,0,0,3,0,222,128,328
47,133,22004,8847,8467,7765,702,551,56,26,25,44,14,14,0,0,0,0,0,16,0,64,24,262
47,135,7912,2676,2211,2064,147,108,39,0,0,0,0,0,0,0,0,0,0,0,7,47,120,291
47,137,5088,1928,1797,1605,192,172,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,110
47,139,16782,6697,6376,5721,655,578,77,0,0,0,0,0,0,0,0,0,0,0,0,70,65,186
47,141,76440,33305,31544,28744,2800,1833,557,287,115,8,1,0,1,0,0,0,87,57,0,410,137,1069
47,143,32628,12820,12029,10447,1582,1101,179,98,0,204,21,21,0,0,0,0,0,0,0,241,81,448
47,145,52897,20906,19932,18085,1847,1437,275,73,23,39,5,5,0,0,0,0,0,16,8,74,85,786
47,147,69344,33032,30492,27571,2921,2255,361,173,40,92,133,111,22,0,0,0,22,116,0,289,499,1481
47,149,307128,158785,148082,132711,15371,11804,2219,670,491,187,511,497,1,13,0,0,92,311,403,1354,989,7043
47,151,21954,8005,7458,6801,657,490,109,19,39,0,9,9,0,0,0,0,0,0,0,60,149,329
47,153,14730,5848,5541,4768,773,628,100,39,6,0,13,13,0,0,0,0,46,0,0,45,20,183
47,155,96287,44945,41440,35076,6364,5182,958,121,81,22,148,113,24,11,0,0,15,38,321,596,196,2191
47,157,937005,426374,396445,356283,40162,31211,5642,2290,527,492,5115,4887,61,58,98,11,366,270,630,5038,4953,13557
47,159,19458,8625,8264,7454,810,555,169,67,10,9,23,0,0,0,23,0,0,0,0,28,34,276
47,161,13301,5119,4882,4309,573,495,78,0,0,0,13,12,0,1,0,0,0,0,0,39,82,103
47,163,156734,64704,60620,55733,4887,3818,721,222,110,16,138,102,19,17,0,0,77,163,55,534,756,2361
47,165,179473,88660,81649,74003,7646,5798,1132,457,124,135,334,320,1,0,0,13,23,165,82,446,1162,4799
47,167,61446,26957,25984,23752,2232,1838,228,99,62,5,21,21,0,0,0,0,0,55,0,147,245,505
47,169,9573,3995,3788,3088,700,495,152,21,32,0,0,0,0,0,0,0,0,0,0,14,0,193
47,171,17780,6796,6018,5500,518,332,112,38,27,9,82,67,15,0,0,0,0,0,0,152,212,332
47,173,19293,7114,6702,6092,610,534,53,21,2,0,2,0,2,0,0,0,0,0,0,12,47,351
47,175,5704,2081,1835,1742,93,80,6,7,0,0,8,0,0,8,0,0,0,0,32,0,13,193
47,177,40454,16601,15633,14155,1478,1031,240,113,94,0,4,4,0,0,0,0,0,0,2,263,54,645
47,179,127055,56840,52186,48759,3427,2571,571,38,96,151,357,333,0,1,23,0,0,57,54,756,1062,2368
47,181,16649,5681,5368,4791,577,356,40,72,68,41,0,0,0,0,0,0,0,0,0,5,192,116
47,183,33626,14164,13075,11954,1121,868,205,36,12,0,27,27,0,0,0,0,0,8,41,503,307,203
47,185,26580,9803,9257,8510,747,494,127,47,68,11,0,0,0,0,0,0,22,0,0,131,86,307
47,187,218648,108103,95163,87426,7737,6027,1104,384,132,90,428,326,0,11,81,10,0,82,26,849,1024,10531
47,189,132663,64767,59273,53339,5934,4817,794,215,106,2,538,96,4,20,418,0,20,38,28,466,611,3793
48,1,57863,18980,18085,16400,1685,1510,107,28,40,0,42,15,21,0,6,0,0,37,0,64,166,586
48,3,17818,8184,7998,6446,1552,882,196,457,17,0,0,0,0,0,0,0,0,0,22,6,18,140
48,5,87607,35176,33050,28429,4621,3672,559,247,119,24,90,90,0,0,0,0,0,8,25,761,239,1003
48,7,24763,9765,8675,7669,1006,788,104,4,110,0,0,0,0,0,0,0,0,27,0,139,46,878
48,9,8789,4325,3938,3608,330,233,72,5,20,0,18,0,0,0,18,0,0,9,0,58,63,239
48,11,1916,948,814,642,172,93,72,3,4,0,0,0,0,0,0,0,0,0,0,44,3,87
48,13,48828,19554,18061,15299,2762,1983,562,198,19,0,14,14,0,0,0,0,0,37,0,188,138,1116
48,15,29565,13594,12637,11381,1256,851,195,147,63,0,9,9,0,0,0,0,0,18,0,287,176,467
48,17,7092,3080,2376,2022,354,280,66,8,0,0,0,0,0,0,0,0,0,0,76,148,255,225
48,19,21763,8878,7978,6919,1059,808,108,84,59,0,9,9,0,0,0,0,0,6,0,202,30,653
48,21,82577,34234,31723,27523,4200,2713,623,398,240,226,26,26,0,0,0,0,0,251,76,454,310,1394
48,23,3591,1486,1419,1286,133,101,32,0,0,0,0,0,0,0,0,0,0,0,0,24,20,23
48,25,32691,9319,8729,7606,1123,970,58,47,48,0,0,0,0,0,0,0,0,0,41,217,88,244
48,27,342236,154119,142298,124392,17906,13401,2939,889,346,331,656,578,37,0,8,33,95,652,323,3442,707,5946
48,29,1925865,889387,801428,704389,97039,73589,15123,4975,2397,955,21758,21507,75,72,0,104,832,1448,1770,15940,8550,37661
48,31,11279,5066,4408,3992,416,357,27,12,20,0,0,0,0,0,0,0,0,24,23,116,16,479
48,33,665,275,234,205,29,24,2,3,0,0,0,0,0,0,0,0,0,0,0,30,0,11
48,35,18122,7436,6707,6057,650,573,48,13,16,0,3,3,0,0,0,0,0,7,0,321,60,338
48,37,93858,36682,34664,32445,2219,1714,158,164,123,60,133,133,0,0,0,0,43,92,53,281,464,952
48,39,353999,163265,154673,140646,14027,10364,2036,835,427,365,164,164,0,0,0,0,67,354,84,1355,982,5586
48,41,219193,102302,91934,81218,10716,8049,1628,691,261,87,2117,2065,0,0,11,41,48,259,1946,2163,647,3188
48,43,9216,4255,3783,2917,866,610,214,35,7,0,0,0,0,0,0,0,0,0,47,111,18,296
48,45,1546,678,571,545,26,26,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,84
48,47,7180,2305,2156,1950,206,133,64,0,9,0,2,2,0,0,0,0,0,0,0,114,0,33
48,49,37834,15732,14856,13468,1388,1056,255,33,31,13,52,52,0,0,0,0,0,27,39,312,16,430
48,51,17863,7536,7124,6117,1007,776,102,129,0,0,24,24,0,0,0,0,0,8,0,78,42,260
48,53,45750,20099,17837,15359,2478,1742,419,196,121,0,0,0,0,0,0,0,0,45,98,523,183,1413
48,55,41401,18137,16417,14543,1874,1338,219,261,47,9,0,0,0,0,0,0,0,26,29,696,272,697
48,57,21807,9422,8954,7960,994,805,172,0,17,0,45,45,0,0,0,0,11,7,7,66,43,289
48,59,13770,5602,5199,4688,511,363,143,0,5,0,0,0,0,0,0,0,0,0,0,70,55,278
48,61,421750,155773,145770,132225,13545,9608,2253,1049,376,259,930,916,0,14,0,0,31,146,268,2101,1923,4604
48,63,12813,5214,4893,4184,709,477,145,33,22,32,13,13,0,0,0,0,0,5,0,54,82,167
48,65,6032,2783,2594,2334,260,194,66,0,0,0,0,0,0,0,0,0,0,0,0,52,0,137
48,67,30087,11507,10655,10169,486,442,23,3,18,0,20,20,0,0,0,0,0,2,0,80,514,236
48,69,7787,3245,3004,2698,306,224,57,21,4,0,29,29,0,0,0,0,0,0,0,109,0,103
48,71,40292,17684,16758,15817,941,503,287,57,57,37,40,40,0,0,0,0,0,2,51,146,230,457
48,73,51903,20037,18941,16037,2904,2222,372,209,84,17,29,29,0,0,0,0,2,0,58,308,132,567
48,75,7226,2758,2574,2241,333,256,0,59,0,18,0,0,0,0,0,0,0,11,0,107,0,66
48,77,10387,4269,3973,3596,377,332,26,2,11,6,0,0,0,0,0,0,0,0,0,93,31,172
48,79,2904,1197,1151,939,212,86,95,18,0,13,5,5,0,0,0,0,0,0,0,2,21,18
48,81,3275,1360,1234,1138,96,78,4,14,0,0,0,0,0,0,0,0,0,0,1,73,4,48
48,83,8391,3311,3136,2865,271,147,65,59,0,0,7,7,0,0,0,0,0,0,17,34,19,98
48,85,944350,486254,428446,395062,33384,26132,5285,1242,463,262,5720,1847,212,1757,1878,26,573,616,451,3942,4753,41753
48,87,2996,1306,1241,1047,194,169,12,10,3,0,0,0,0,0,0,0,0,0,0,51,0,14
48,89,21022,9409,8850,7969,881,611,242,3,12,13,66,66,0,0,0,0,0,0,41,141,46,265
48,91,135097,61044,54792,49838,4954,3257,1094,378,225,0,136,66,0,28,9,33,8,151,50,822,657,4428
48,93,13495,5563,5169,4540,629,495,81,25,26,2,0,0,0,0,0,0,0,0,0,90,90,214
48,95,4233,1224,1106,974,132,123,3,6,0,0,0,0,0,0,0,0,0,0,0,37,0,81
48,97,39571,18621,17212,14194,3018,2169,551,96,70,132,31,31,0,0,0,0,5,55,19,290,168,841
48,99,75389,30380,26066,22156,3910,3031,611,139,47,82,110,99,0,11,0,0,15,164,8,2137,360,1520
48,101,1623,639,570,464,106,75,31,0,0,0,2,2,0,0,0,0,0,0,0,45,5,17
48,103,4839,1975,1917,1605,312,96,104,102,10,0,38,14,0,0,24,0,0,0,0,15,0,5
48,105,3633,1741,1662,1455,207,170,7,0,30,0,0,0,0,0,0,0,0,0,0,18,0,61
48,107,5861,2405,2166,1996,170,137,0,27,6,0,0,0,0,0,0,0,15,0,0,60,98,66
48,109,2241,967,856,798,58,33,0,6,5,14,0,0,0,0,0,0,0,0,0,29,61,21
48,111,7243,3551,3415,3042,373,236,48,62,0,27,8,0,8,0,0,0,0,0,5,70,4,49
48,113,2586552,1260913,1128574,991198,137376,100567,23244,8712,3567,1286,34940,25808,823,4692,3529,88,1210,1493,2182,18948,18211,55355
48,115,12964,4635,4317,3579,738,571,94,73,0,0,9,7,0,0,2,0,0,31,0,114,24,140
48,117,18899,8251,7863,7059,804,479,148,105,22,50,83,83,0,0,0,0,0,6,0,21,42,236
48,119,5215,1943,1836,1707,129,105,24,0,0,0,7,7,0,0,0,0,0,8,0,17,18,57
48,121,807047,428520,382328,346802,35526,27860,4554,1826,672,614,3660,1699,205,754,982,20,347,879,952,5773,3721,30860
48,123,20435,7905,7366,6717,649,388,190,32,39,0,8,8,0,0,0,0,0,23,73,90,81,264
48,125,2216,740,615,529,86,42,38,6,0,0,2,2,0,0,0,0,0,1,0,49,45,28
48,127,10663,3521,3294,3031,263,181,38,44,0,0,16,16,0,0,0,0,0,0,0,108,41,62
48,129,3387,1465,1286,1129,157,109,36,0,12,0,0,0,0,0,0,0,0,0,5,75,3,96
48,131,11355,4008,3589,2881,708,399,82,192,17,18,1,1,0,0,0,0,0,0,0,112,84,222
48,133,18270,6428,6114,5484,630,424,77,129,0,0,19,19,0,0,0,0,0,0,25,167,62,41
48,135,158342,72511,68854,59342,9512,7152,1252,816,248,44,343,305,28,0,10,0,30,78,39,1031,364,1772
48,137,2055,865,714,567,147,66,21,7,53,0,0,0,0,0,0,0,0,0,0,0,6,145
48,139,168838,80286,74258,65616,8642,6413,1626,264,305,34,234,179,0,39,13,3,0,128,40,770,485,4371
48,141,837654,357382,325539,287523,38016,28512,5820,2226,1059,399,5210,5134,10,53,0,13,26,713,668,6515,6185,12526
48,143,41482,19326,17567,15557,2010,1277,563,94,76,0,25,5,0,0,0,20,0,51,0,554,29,1100
48,145,17299,5771,5171,4528,643,499,117,13,4,10,76,57,0,19,0,0,0,5,0,235,102,182
48,147,34175,13285,12083,10703,1380,1068,245,42,18,7,0,0,0,0,0,0,0,68,15,275,122,722
48,149,25066,11057,10226,9424,802,545,118,103,26,10,0,0,0,0,0,0,0,0,0,312,100,419
48,151,3883,1683,1573,1358,215,156,33,17,0,9,0,0,0,0,0,0,0,6,0,27,12,65
48,153,5872,2322,2135,1959,176,129,21,10,16,0,24,24,0,0,0,0,0,0,0,50,0,113
48,155,1408,629,576,513,63,34,20,0,9,0,0,0,0,0,0,0,0,0,0,18,0,35
48,157,739342,347033,317612,284105,33507,24733,4756,1923,831,1264,5542,5518,0,11,0,13,479,288,263,1659,2792,18398
48,159,10679,4441,4020,3650,370,306,49,15,0,0,36,0,0,0,36,0,0,11,0,26,42,306
48,161,19709,7164,6823,6078,745,508,191,10,36,0,4,0,0,0,0,4,0,13,0,64,28,232
48,163,19394,6654,6289,5795,494,153,71,214,34,22,0,0,0,0,0,0,0,15,0,86,13,251
48,165,20321,8181,7526,5976,1550,905,366,121,108,50,0,0,0,0,0,0,0,0,15,413,29,198
48,167,327089,150480,137742,122190,15552,11772,2058,664,658,400,1386,1318,7,23,38,0,132,402,854,2696,1428,5840
48,169,6288,2120,2076,1674,402,272,50,72,8,0,0,0,0,0,0,0,0,0,0,21,20,3
48,171,26208,11727,10289,8496,1793,1267,287,181,0,58,51,51,0,0,0,0,0,41,43,458,53,792
48,173,1430,691,531,494,37,29,8,0,0,0,0,0,0,0,0,0,0,7,0,86,0,67
48,175,7531,3017,2747,2361,386,269,113,2,0,2,0,0,0,0,0,0,0,0,0,130,0,140
48,177,20667,9024,8046,6921,1125,760,229,136,0,0,84,61,23,0,0,0,0,0,7,382,142,363
48,179,22685,9089,8671,7616,1055,848,115,4,68,20,0,0,0,0,0,0,0,72,0,175,110,61
48,181,128560,57662,52565,45233,7332,5311,1207,529,238,47,174,114,49,0,11,0,20,163,166,960,432,3182
48,183,123494,54692,51333,45884,5449,4211,787,215,148,88,73,51,0,22,0,0,0,51,18,1059,415,1743
48,185,27630,10411,9652,8162,1490,1227,77,100,49,37,0,0,0,0,0,0,0,8,0,257,78,416
48,187,155137,72415,67962,62096,5866,4235,1047,296,234,54,96,74,0,22,0,0,0,157,79,507,662,2952
48,189,34113,13828,13135,11376,1759,1396,175,111,77,0,67,67,0,0,0,0,0,0,0,209,23,394
48,191,3074,1210,1094,940,154,136,13,5,0,0,0,0,0,0,0,0,0,0,11,40,9,56
48,193,8269,3497,3096,2504,592,537,28,27,0,0,0,0,0,0,0,0,0,0,0,238,9,154
48,195,5547,2256,2086,1907,179,118,19,23,19,0,7,7,0,0,0,0,0,0,10,68,57,28
48,197,3952,1630,1593,1259,334,189,94,49,1,1,0,0,0,0,0,0,0,8,0,11,18,0
48,199,56379,23368,22369,20292,2077,1630,265,123,37,22,38,12,0,26,0,0,0,8,5,178,192,578
48,201,4602523,2182197,1967599,1738303,229296,168733,36373,12743,7960,3487,56681,53756,1015,1075,659,176,1966,2351,6326,30785,31239,85250
48,203,66645,28121,26172,24380,1792,1356,332,27,20,57,0,0,0,0,0,0,0,13,6,256,433,1241
48,205,5767,1994,1862,1681,181,53,89,37,2,0,0,0,0,0,0,0,0,9,0,48,6,69
48,207,5809,2224,2068,1756,312,250,16,43,3,0,0,0,0,0,0,0,0,6,0,79,10,61
48,209,204150,102363,90272,80427,9845,7801,1398,357,165,124,708,708,0,0,0,0,0,248,532,2228,1449,6926
48,211,4061,1902,1744,1361,383,309,43,31,0,0,0,0,0,0,0,0,0,0,0,113,0,45
48,213,80460,31118,29156,25544,3612,2782,622,131,56,21,49,0,0,7,0,42,0,13,20,359,160,1361
48,215,849389,314986,280065,253007,27058,19371,5189,1535,895,68,931,762,163,0,0,6,96,303,395,3648,12327,17221
48,217,35399,14470,13346,11613,1733,1259,352,52,44,26,5,2,3,0,0,0,4,3,33,231,197,651
48,219,23162,10166,9619,7964,1655,1124,286,187,45,13,17,17,0,0,0,0,0,4,11,187,80,248
48,221,56901,23711,22167,20869,1298,960,243,51,26,18,55,39,0,3,0,13,0,23,0,115,194,1157
48,223,36240,15630,14865,13262,1603,1140,311,101,48,3,42,40,0,0,2,0,6,28,17,156,58,458
48,225,22955,8135,7739,7046,693,521,131,0,34,7,0,0,0,0,0,0,0,0,0,76,40,280
48,227,36667,14298,13559,11477,2082,1345,468,173,85,11,56,56,0,0,0,0,21,16,47,222,152,225
48,229,4098,1104,875,816,59,32,22,0,0,5,0,0,0,0,0,0,0,0,0,55,7,167
48,231,92152,38783,35897,31539,4358,3386,516,174,212,70,4,4,0,0,0,0,28,41,105,874,323,1511
48,233,21571,8857,8450,7408,1042,681,216,81,64,0,18,18,0,0,0,0,0,15,0,91,10,273
48,235,1524,658,575,557,18,6,0,0,12,0,3,3,0,0,0,0,0,0,0,16,0,64
48,237,8842,3210,3004,2787,217,154,39,20,4,0,0,0,0,0,0,0,0,0,3,21,20,162
48,239,14820,6474,5951,5086,865,604,169,29,63,0,127,127,0,0,0,0,0,8,8,101,37,242
48,241,35504,12925,12074,10855,1219,786,321,108,4,0,0,0,0,0,0,0,0,0,9,61,523,258
48,243,2234,870,735,606,129,94,0,0,35,0,0,0,0,0,0,0,0,0,0,55,0,80
48,245,255210,104361,100240,93697,6543,4920,955,367,236,65,660,626,31,3,0,0,0,83,49,794,731,1804
48,247,5282,1735,1707,1329,378,259,63,56,0,0,11,11,0,0,0,0,0,0,0,8,9,0
48,249,41192,15971,14961,13580,1381,845,370,133,30,3,0,0,0,0,0,0,0,14,0,397,126,473
48,251,163475,74342,70332,65029,5303,3841,721,345,199,197,115,95,12,0,8,0,0,166,46,882,415,2386
48,253,19891,4775,4405,3755,650,526,62,45,3,14,1,1,0,0,0,0,0,6,0,109,46,208
48,255,15387,5333,4923,4459,464,317,91,40,0,16,6,6,0,0,0,0,0,2,9,68,27,298
48,257,118910,54235,51029,44883,6146,4742,825,450,95,34,153,101,29,0,0,23,0,35,87,279,785,1867
48,259,41982,19099,16634,15001,1633,1299,270,17,47,0,26,0,26,0,0,0,0,8,18,472,260,1681
48,261,595,216,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
48,263,749,283,247,214,33,12,18,3,0,0,0,0,0,0,0,0,0,0,0,26,1,9
48,265,51365,21299,19823,17018,2805,2215,420,123,19,28,13,13,0,0,0,0,0,6,72,351,78,956
48,267,4408,2065,1867,1501,366,300,58,3,5,0,7,0,7,0,0,0,0,0,0,81,14,96
48,269,228,122,102,95,7,7,0,0,0,0,5,0,5,0,0,0,0,0,0,5,3,7
48,271,3675,1231,1080,1037,43,24,0,9,10,0,10,10,0,0,0,0,0,0,0,0,14,127
48,273,31425,13401,12169,10547,1622,1174,311,47,45,45,0,0,0,0,0,0,0,56,15,806,124,231
48,275,3733,1410,1319,1124,195,129,8,40,18,0,0,0,0,0,0,0,0,0,2,18,1,70
48,277,49532,20890,19168,17173,1995,1463,393,19,92,28,26,26,0,0,0,0,0,35,22,537,475,627
48,279,13262,5556,4901,4396,505,299,112,67,21,6,9,9,0,0,0,0,0,0,0,78,320,248
48,281,20640,8867,8130,6773,1357,1175,135,36,11,0,0,0,0,0,0,0,0,50,9,204,158,316
48,283,7409,2730,2566,2373,193,156,19,11,7,0,0,0,0,0,0,0,0,0,0,66,29,69
48,285,19941,8899,8340,7283,1057,823,170,51,12,1,7,7,0,0,0,0,0,3,4,131,80,334
48,287,16952,7897,7115,6012,1103,801,167,96,39,0,8,0,0,0,0,8,2,31,0,236,44,461
48,289,17098,6383,5484,4798,686,494,152,11,15,14,0,0,0,0,0,0,0,0,24,206,332,337
48,291,81862,29487,27862,25758,2104,1588,371,41,89,15,72,12,0,0,60,0,0,66,133,266,318,770
48,293,23515,8745,8313,7465,848,585,185,44,34,0,23,2,0,21,0,0,0,0,0,99,66,244
48,295,3469,1612,1515,1406,109,51,32,25,1,0,0,0,0,0,0,0,0,0,2,59,2,34
48,297,12123,4429,3989,3642,347,211,95,18,23,0,0,0,0,0,0,0,0,0,4,91,77,268
48,299,20640,7528,6706,5398,1308,891,340,48,29,0,0,0,0,0,0,0,0,39,0,115,152,516
48,301,102,36,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
48,303,301454,146010,135943,116700,19243,15381,2430,905,432,95,1319,1296,0,0,0,23,66,121,542,2847,871,4301
48,305,5808,2284,2140,1746,394,232,155,3,0,4,0,0,0,0,0,0,0,0,0,54,0,90
48,307,8098,3612,3397,3043,354,324,22,8,0,0,2,2,0,0,0,0,0,2,2,98,61,50
48,309,248429,111590,103360,91848,11512,8500,1694,555,392,371,515,458,0,57,0,0,39,125,238,2253,972,4088
48,311,662,229,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,24
48,313,14128,4389,3946,3368,578,320,177,61,20,0,0,0,0,0,0,0,0,0,13,266,20,144
48,315,10083,3608,3337,3005,332,328,4,0,0,0,0,0,0,0,0,0,0,0,0,18,42,211
48,317,5614,2520,2325,2111,214,181,0,24,0,9,0,0,0,0,0,0,0,0,0,102,8,85
48,319,4161,2018,1820,1571,249,200,43,0,6,0,0,0,0,0,0,0,0,0,0,102,0,96
48,321,36743,15414,14303,12729,1574,1197,280,97,0,0,129,129,0,0,0,0,12,0,102,253,68,547
48,323,57970,21069,20168,16329,3839,2200,836,648,92,63,0,0,0,0,0,0,0,0,92,383,106,320
48,325,49334,20813,19738,16909,2829,2127,516,80,106,0,8,8,0,0,0,0,0,36,0,245,94,692
48,327,2123,1091,994,621,373,171,164,38,0,0,0,0,0,0,0,0,0,0,0,44,0,53
48,329,164194,82129,78093,70315,7778,5629,1480,456,134,79,137,137,0,0,0,0,0,50,83,764,759,2243
48,331,24664,9806,9235,7943,1292,771,378,53,69,21,35,35,0,0,0,0,4,0,0,42,34,456
48,333,4902,1858,1660,1444,216,200,3,9,4,0,0,0,0,0,0,0,0,0,8,141,10,39
48,335,8558,2734,2626,2387,239,107,45,87,0,0,0,0,0,0,0,0,0,0,0,46,0,62
48,337,19409,8100,7650,6887,763,557,47,6,25,128,50,0,50,0,0,0,0,8,0,95,10,287
48,339,554445,257431,233814,210318,23496,18835,3212,761,393,295,2583,2573,0,10,0,0,125,454,386,1892,2093,16084
48,341,21801,9975,9382,7772,1610,1089,401,60,60,0,30,5,25,0,0,0,0,6,37,250,181,89
48,343,12424,5001,4592,4345,247,211,12,14,6,4,16,16,0,0,0,0,0,0,0,24,123,246
48,345,1156,500,433,383,50,50,0,0,0,0,7,7,0,0,0,0,0,0,0,18,0,42
48,347,65558,27342,25172,21673,3499,2586,509,268,92,44,25,25,0,0,0,0,0,84,160,1033,103,765
48,349,48583,20372,19099,16715,2384,1824,412,44,104,0,70,65,5,0,0,0,0,21,57,195,54,876
48,351,14057,4819,4432,3880,552,420,81,51,0,0,17,17,0,0,0,0,0,0,0,21,181,168
48,353,14966,5990,5605,4746,859,573,83,194,9,0,0,0,0,0,0,0,0,5,0,160,118,102
48,355,360486,163788,152668,136726,15942,12190,1998,899,485,370,2199,2145,35,5,14,0,165,239,385,2845,1379,3908
48,357,10348,4477,4253,3425,828,424,141,174,89,0,0,0,0,0,0,0,0,0,8,95,67,54
48,359,2090,789,686,564,122,100,17,0,0,5,0,0,0,0,0,0,0,0,2,66,4,31
48,361,84047,36355,34486,30854,3632,3089,452,71,5,15,138,67,71,0,0,0,1,44,26,593,373,694
48,363,28317,11587,10356,9140,1216,1024,75,60,37,20,56,56,0,0,0,0,0,11,78,210,218,658
48,365,23440,9707,9225,8537,688,590,27,71,0,0,45,45,0,0,0,0,0,0,0,173,76,188
48,367,129802,59408,54773,49407,5366,4363,561,374,0,68,89,34,0,0,55,0,2,195,2,526,532,3289
48,369,9852,4402,3946,3391,555,429,75,26,25,0,39,10,0,26,0,3,0,0,0,108,212,97
48,371,15797,6015,5606,4947,659,379,192,81,0,7,31,23,0,0,0,8,0,10,19,128,27,194
